,documento,data_emissao,emitente,cpf_cnpj,categoria,valor
0,RECIBO S/N,2017-06-09,ADMINISTRA,08291153000147,Aluguel de escritório para representação parlamentar,800.0
1,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRÔNICA 000012583,2017-06-30,POSTO ROMUALDO,66343930000156,* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹),470.63
2,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRÔNICA 00003783,2017-06-30,TLP COMÉRCIO DE COMBUSTÍVEIS LTDA,07583737000123,* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹),968.63
3,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRONICO 000.000.715,2017-06-27,A CARBONARO AGUA MINERAL ME,24488698000102,Copa Interna,44.0
4,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRÔNICA 4359,2017-06-29,RIBEIRO DE OLIVEIRA & CIA LTDA,21562897000117,Copa Interna,29.4
5,NOTA FISCAL ELETRÔNICA DE SERVIÇOS 201700000000349,2017-06-29,REAL CÓPIAS DE JUIZ DE FORA LTDA,04316977000173,Cópias xerográficas e similares,228.0
6,NOTA FISCAL ELETRÔNICA DE SERVIÇO 201700000000034,2017-06-29,RICARDO TEIXEIRA DE AGUIAR,66464488000116,Estacionamento (uma vaga),260.0
7,FATURA 000125,2017-06-27,ESTACIONAMENTO SALVE JORGE,17509454000195,Locação de veículos utilizados no exercício do mandato legislativo,2300.0
8,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRONICA 4359,2017-06-29,RIBEIRO DE OLIVEIRA  & CIA LTDA,21562897000117,Material de expediente,12.3
9,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRONICA 4359,2017-06-29,RIBEIRO DE OLIVEIRA & CIA LTDA,21562897000117,Suprimentos para equipamentos de informática,204.9
10,NOTA FISCAL DE SERVIÇOS DE TELECOMUNIÇÕES 00043997/052017,2017-06-09,CLARO,40432544011262,Telefone Móvel,426.29
11,NOTA FISCAL DE SERVIÇOS DE TELECOMUNICAÇÕES 1700405266697,2017-06-27,OI,33000118000179,* Telefone(s) em nome da Câmara(local e interurbano) (³),147.12
12,,,,,total,5744.15
