,documento,data_emissao,emitente,cpf_cnpj,categoria,valor
0,Boleto 051,2017-08-30,Condomínio do Edifício Sulacap,26128371000147,Aluguel de escritório para representação parlamentar,950.0
1,Nota Fiscal Eletrônica 201700000000055,2017-08-24,Interarte Sistema de Comunicação Ltda.,04277671000155,"Assinatura de jornais, revistas e periódicos",300.0
2,Nota Fiscal Eletrônica 12840,2017-08-31,Posto Romualdo Ltda,66343930000156,* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹),840.49
3,Nota Fiscal Eletrônica 4478,2017-08-29,Ribeiro de Oliveira & Cia. Ltda.,21562897000117,Copa Interna,24.5
4,Nota Fiscal Eletrônica 201700000000494,2017-08-31,Real Cópias de Juiz de Fora Ltda,04316977000173,Cópias xerográficas e similares,80.0
5,Nota Fiscal - Conta de Energia Elétrica 749312,2017-08-15,Cemig Distribuição S.A.,06981180000116,Energia elétrica para escritório para representação parlamentar,81.98
6,Recibo S/Nº,2017-08-31,Condomínio Parking Saggioro,20439212000187,Estacionamento (uma vaga),370.0
7,Nota Fiscal Eletrônica 201700000000536,2017-08-30,União Artes Gráficas Ltda.,20741559000180,Impressos,1779.0
8,Fatura de Locação 000005,2017-08-28,Empreiteira Transtech T&D Ltda.,14496365000163,Locação de veículos utilizados no exercício do mandato legislativo,1800.0
9,Nota Fiscal Eletrônica 4478,2017-08-29,Ribeiro de Oliveira & Cia. Ltda.,21562897000117,Material de expediente,73.3
10,Nota Fiscal Eletrônica 1942,2017-08-25,Aloisio Costa Ferreira - ME,02017219000129,Suprimentos para equipamentos de informática,78.0
11,Nota Fiscal Eletrônica 4478,2017-08-29,Ribeiro de Oliveira & Cia. Ltda.,21562897000117,Suprimentos para equipamentos de informática,96.7
12,Nota Fiscal de Serviços de Telecomunicações 0237763334,2017-08-15,Telefônica Brasil S.A,02558157000162,Telefone Móvel,109.99
13,Nota Fiscal de Serviços de Telecomunicações 0237757587,2017-08-15,Telefônica Brasil S.A.,02558157000162,Telefone Móvel,245.67
14,Nota Fiscal de Serviços de Telecomunicações 800986763,2017-08-15,Telemar Norte Leste S/A.,33000118000330,Telefone para escritório para representação parlamentar,450.12
15,Nota Fiscal de Serviços de Telecomunicações 1700407982540,2017-08-30,Oi Fixo,33000118000179,* Telefone(s) em nome da Câmara(local e interurbano) (³),96.92
16,,,,,total,7279.75
