,documento,data_emissao,emitente,cpf_cnpj,categoria,valor
0,DANFE 00003227,2017-12-18,POSTO UNICO LTDA,20449997000179,* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹),717.71
1,NFS-e 201700000000167,2017-12-19,HOUSE CRIAÇÃO ESTRATEGICA LTDA,23471850000173,* Consultoria técnica,2000.0
2,DANFE 000001014,2017-12-12,A CARBONARO AGUA MINERAL ME,24488698000102,Copa Interna,41.0
3,NFS-e 201700000000066,2017-12-12,RICARDO TEIXEIRA DE AGUIAR,66464488000116,Estacionamento (uma vaga),260.0
4,NFS-e 2017/180,2017-12-03,T O RIBEIRO ME,11186215000165,Locação de softwares,220.0
5,FATURA DE LOCAÇÃO S/N,2017-12-06,LOCAR NEW VEICULOS LTDA,08659172000183,Locação de veículos utilizados no exercício do mandato legislativo,2250.0
6,NOTA FISCAL SERIE D 001745,2017-12-18,RAFFAELLY PAPELARIA LTDA,00778203000103,Material de expediente,240.45
7,COMPROVANTE DO CLIENTE 84293157,2017-12-13,ECT,86529443000190,Postagem,323.4
8,DANFE 000002704,2017-12-19,TONNER MAIS SOLUÇÕES DIGITAIS LTDA,04438548000179,Suprimentos para equipamentos de informática,65.0
9,NOTA FISCAL DE SERVIÇOS DE TELECOMUNICAÇÕES 0299408599,2017-12-04,TELEFONICA DO BRASIL S/A,02558157000162,Telefone Móvel,390.32
10,,,,,total,6507.88
