,documento,data_emissao,emitente,cpf_cnpj,categoria,valor
0,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRÔNICA 00004271,2018-11-29,TLPCOMERCIO DE COMBUSTÍVEIS LTDA,07583737000123,* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹),150.0
1,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRÔNICA 000014789,2018-11-30,POSTO ROMUALDO LTDA,66343930000156,* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹),1423.84
2,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRÔNCIA 000.001.587,2018-11-26,A CARBONARO AGUA MINERAL,24488698000102,Copa Interna,34.0
3,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRÔNICA 5389,2018-11-27,RIBEIRO DE OLIVEIRA & CIA LTDA,21562897000117,Copa Interna,26.4
4,NOTA FISCAL ELETRÔNICA DE SERVIÇOS 201800000000106,2018-11-29,RICARDO TEIXEIRA DE AGUIAR,66464488000116,Estacionamento (uma vaga),290.0
5,FATURA 000102,2018-11-23,ESTACIONAMENTO SALVE JORGE LTDA-ME,17509454000195,Locação de veículos utilizados no exercício do mandato legislativo,2300.0
6,aDOCUMENTO AUXILIAR DA NOTA FISCAL ELETRONICA 5389,2018-11-27,RIBEIRO DE OLIVEIRA & CIA LTDA,21562897000117,Material de expediente,587.1
7,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRONICA 5389,2018-11-27,RIBEIRO DE OLIVEIRA & CIA LTDA,21562897000117,Suprimentos para equipamentos de informática,158.9
8,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRÔNICA 001959467/102018,2018-11-27,CLARO,40432544011262,Telefone Móvel,373.68
9,NOTA FISCAL DE SERVIÇOS DE TELECOMUNICAÇÕES 1700425769980,2018-11-26,OI,33000118000179,* Telefone(s) em nome da Câmara(local e interurbano) (³),126.23
10,,,,,total,5343.92
