,documento,data_emissao,emitente,cpf_cnpj,valor
0,CUPOM FISCAL/BR. 910340,2019-01-08,POSTO ROMUALDO LTDA.,66343930000156,149.12
1,CUPOM FISCAL/BR. 916906,2019-01-18,POSTO ROMUALDO LTDA.,66343930000156,142.96
2,CUPOM FISCAL /BR. 923686,2019-01-29,POSTO ROMUALDO LTDA.,66343930000156,50.0
3,RECIBO DE ALUGUEL. 006809/016809,2019-01-08,ALMAR IMÓVEIS.,26143271000190,362.0
4,COMPROVANTE DO CLIENTE. 1581656449,2019-01-09,ECT-EMP. BRAS. DE CORREIOS E TELEGRAFOS.,42933416000102,5.85
5,CUPOM FISCAL/BR. 181796,2019-01-15,RIBEIRO DE OLIVEIRA CIA LTDA. - EPP.,21562897000117,79.8
6,NOTA FISCAL DE SERVIÇOS DE TELECOMUNICAÇÕES. 23180334/01/2019,2019-01-17,TELEFONICA BRASIL S.A. - (VIVO),02558157000910,316.97
7,NOTA FISCAL DE SERVIÇOS DE TELECOMUNICAÇÕES. 1700426832955,2019-01-05,TELEMAR NORTE E LESTE S/A. (OI),33000118000179,133.62
8,NOTA FISCAL DE SERVIÇOS DE TELECOMUNICAÇÕES. 1700426832955,2019-01-05,TELEMAR NORTE E LESTE S/A. (OI),33000118000179,114.1
9,NOTA FISCAL DE SERVIÇOS DE TELECOMUNICAÇÕES. 1700427876863,2019-01-28,TELEMAR NORTE E LESTE S/A. (OI),33000118000179,82.38
10,NOTA FISCAL DE SERVIÇOS DE TELECOMUNICAÇÕES. 1700427876863,2019-01-28,TELEMAR NORTE E LESTE S/A. (OI),33000118000179,78.68
