,documento,data_emissao,emitente,cpf_cnpj,categoria,valor
0,RECIBO S/N,2017-07-17,ADMINISTRA,08291153000147,,800.0
1,DOCUMENTO AUXILAIR DA NOTA FISCAL ELETRÔNCIA 00003817,2017-07-31,TLP COMÉRCI DE COMBUSTÍVEIS LTDA,07583737000123,['* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹)'],550.0
2,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRONICA 000.000.762,2017-07-27,A CARBONARA AGUA MINERAL ME,24488698000102,['Copa Interna'],26.0
3,NOTA FISCAL ELETRÔNICA DE SERVIÇOS 201700000000419,2017-07-31,REAL CÓPIAS DE JUIZ DE FORA LTDA,04316977000173,['Cópias xerográficas e similares'],63.48
4,NOTA FISCAL ELETRÔNICA DE SERVIÇOS 201700000000142,2017-07-05,ELAINE CRISTINA DA SILVA E SILVA,12976344000110,['* Despesas gerais com veículos utilizados no exercício do mandato legislativo (²)'],900.0
5,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRÔNICA 000.155.924,2017-07-19,THEMA VEÍCULOS LTDA,21550231000149,['* Despesas gerais com veículos utilizados no exercício do mandato legislativo (²)'],641.0
6,NOTA FISCAL DE PRESTAÇÃO DE SERVIÇOS 201700000002191,2017-07-19,THEMA VEÍCULOS LTDA,21550231000149,['* Despesas gerais com veículos utilizados no exercício do mandato legislativo (²)'],259.0
7,NOTA FISCAL ELETRÔNICA DE SERVIÇO 20170000000000039,2017-07-31,RICARDO TEIXEIRA DE AGUIAR,66464488000116,['Estacionamento (uma vaga)'],260.0
8,FATURA 000129,2017-07-25,ESTACIONAMENTO SALVE JORGEB LTDA- ME,17509454000195,['Locação de veículos utilizados no exercício do mandato legislativo'],2300.0
9,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRÔNICA 4429,2017-07-31,RIBEIRO DE OLIVEIRA & CIA LTDA,21562897000117,['Material de expediente'],39.6
10,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRONICA 4429,2017-07-31,RIBEIRO DE OLIVEIRA & CIA LTDA,21562897000117,['Suprimentos para equipamentos de informática'],34.9
11,NOTA FISCAL DE SERVICOS DE TELECOMUNICAÇÕES 00009975/062017,2017-07-17,CLARO,33000118000330,['Telefone Móvel'],415.7
12,NOTAFISCAL DE SERVIÇOS DE TELECOMUNICAÇÕES 1700405526945,2017-07-25,OI,33000118000179,['* Telefone(s) em nome da Câmara(local e interurbano) (³)'],177.57
