,documento,data_emissao,emitente,cpf_cnpj,categoria,valor
0,Recibo do sacado 57756,2017-04-27,Diretrans Ltda,19490812000190,Aluguel de escritório para representação parlamentar,720.0
1,Documento Auxiliar da Nota Fiscal Eletrônica 00003313,2017-04-27,Auto Posto Bandeirantes Ltda,21058508000110,* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹),438.38
2,Recibo do Pagador 24000000000796471-8,2017-04-05,Condomínio Edifício Rossi Rio Branco Corporate,20291262000160,Condomínio de escritório para representação parlamentar,267.61
3,Nota Fiscal Eletrônica de Serviço 201700000000005,2017-04-28,Insight Consultoria Ped Eireli,24547262000139,* Consultoria técnica,1600.0
4,Nota Fiscal 000778667,2017-04-05,Cemig Distribuição S.A.,06981180000116,Energia elétrica para escritório para representação parlamentar,42.74
5,Fatura 000120,2017-04-25,Estacionamento Salve Jorge Ltda.- ME,17509454000195,Locação de veículos utilizados no exercício do mandato legislativo,2300.0
6,Cupom Fiscal 073830,2017-04-05,Papelaria Fazza Ltda,01953452000150,Material de expediente,39.0
7,Cupom Fiscal 528174,2017-04-27,Parco Papelaria Ltda,05214053001109,Suprimentos para equipamentos de informática,49.68
8,Fatura 1700402510631,2017-04-28,Oi Fixo,33000118000179,* Telefone(s) em nome da Câmara(local e interurbano) (³),343.51
9,,,,,total,5457.41
