,documento,data_emissao,emitente,cpf_cnpj,categoria,valor
0,Nota Fiscal de Serviços de Telecomunicações 0660901314-0,2018-08-13,Telefônica Brasil S/A,02558157000162,Acesso a internet de escritório para representação parlamentar,115.99
1,Cobrança Bancária Caixa 051,2018-08-30,Condomínio do Edifícil Sulacap,26128371000147,Aluguel de escritório para representação parlamentar,950.0
2,Nota Fiscal Eletrônica 14301,2018-08-15,Posto Romualdo Ltda,66343930000156,* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹),617.27
3,Nota Fiscal Eletrônica 1393,2018-08-28,A Carbonaro Agua Mineral,24488698000102,Copa Interna,24.0
4,Nota Fiscal Eleônica 5190,2018-08-28,Ribeiro de Oliveira & Cia Ltda,21562897000117,Copa Interna,27.8
5,Nota Fiscal - Conta de Energia Elétrica 048730108,2018-08-13,Cemig Distribuição S.A.,06981180000116,Energia elétrica para escritório para representação parlamentar,139.5
6,Recibo S/Nº,2018-08-30,Condomínio Parking Saggioro,20439212000187,Estacionamento (uma vaga),370.0
7,Fatura de Locação 000017,2018-08-15,Empreiteira Transtech T&D Ltda - ME,14496365000163,Locação de veículos utilizados no exercício do mandato legislativo,900.0
8,Nota Fiscal Eletrônica 5190,2018-08-28,Ribeiro de Oliveira & Cia Ltda,21562897000117,Material de expediente,77.7
9,Nota Fiscal Eletrônica 5190,2018-08-28,Ribeiro de Oliveira & Cia Ltda,21562897000117,Suprimentos para equipamentos de informática,79.8
10,Nota Fiscal de Serviços de Telecomunicações 0237757587,2018-08-13,Telefônica Brasil S.A.,02558157000162,Telefone Móvel,269.99
11,Nota Fiscal de Serviços de Telecomunicações 306359472,2018-08-13,Claro S/A,40432544011262,Telefone para escritório para representação parlamentar,9.57
12,Nota Fiscal de Serviços de Telecomunicações 991803633,2018-08-13,Telemar norte Leste S/A.,33000118000330,Telefone para escritório para representação parlamentar,328.12
13,Nota Fiscal de Serviços de Telecomunicações 1700422515815,2018-08-30,Oi Fixo,33000118000179,* Telefone(s) em nome da Câmara(local e interurbano) (³),80.53
14,,,,,total,3909.74
