,documento,data_emissao,emitente,cpf_cnpj,categoria,valor
0,Cupom fiscal 403950,2018-08-01,Posto Romualdo LTDA,66343930000156,* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹),221.03
1,Cupom fiscal 405314,2018-08-03,Posto Romualdo LTDA,66343930000156,* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹),165.04
2,Cupom Fiscal 408662,2018-08-08,Posto Romualdo LTDA,66343930000156,* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹),200.02
3,Nota fiscal Eletrônica de serviços -NFS-e 201800000000107,2018-08-28,"Alvim Soares,Junqueira e Advogados Associados",03853408000102,* Consultoria técnica,1500.0
4,DANFE 000.001.397,2018-08-28,A Carbonaro Agua Mineral,24488698000102,Copa Interna,104.0
5,DANFE 5210,2018-08-30,Ribeiro de Oliveira & CIA LTDA,21562897000117,Copa Interna,156.0
6,Nota fiscal Eletrônica de serviços -NFS-e 201800000001287,2018-08-29,Real Copias de juiz de fora LTDA,04316977000173,Cópias xerográficas e similares,538.8
7,Nota fiscal de servicos Eletrônica 201800000001294,2018-08-29,União Artes Graficas LTDA,20741559000180,Impressos,600.0
8,DANFE 5210,2018-08-30,Ribeiro de oliveira & CIA LTDA,21562897000117,Material de expediente,496.2
9,Nota fiscal Eletrônica de serviços -NFS-e 201800000000143,2018-08-21,Aloisio Costa Ferreira me-infotoner,02017219000129,Suprimentos para equipamentos de informática,40.0
10,Nota fiscal de telecomunicaçâo 1700422515815,2018-08-30,OI FIXO,33000118000179,* Telefone(s) em nome da Câmara(local e interurbano) (³),416.83
11,,,,,total,4021.09
