,documento,data_emissao,emitente,cpf_cnpj,categoria,valor
0,Nota Fiscal de Serviços de Telecomunicações 0734687847-0,2018-12-13,Telefônica Brasil S/A.,02558157000162,Acesso a internet de escritório para representação parlamentar,144.99
1,Cobrança Bancária Caixa 051,2018-12-13,Condomínio do Edifícil Sulacap,26128371000147,Aluguel de escritório para representação parlamentar,950.0
2,Nota Fiscal Eletrônica 14908,2018-12-17,Posto Romualdo Ltda.,66343930000156,* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹),1572.96
3,Nota Fiscal Eletrônica 1636,2018-12-12,A Carbonaro Agua Mineral,24488698000102,Copa Interna,24.0
4,Nota Fiscal Eletrônica 5423,2018-12-13,Ribeiro de Oliveira & Cia. Ltda.,21562897000117,Copa Interna,35.2
5,Nota Fiscal - Conta de Energia Elétrica 077832723,2018-12-13,Cemig Distribuição S.A.,06981180000116,Energia elétrica para escritório para representação parlamentar,100.38
6,Recibo S/Nº,2018-12-14,Condomínio Parking Saggioro,20439212000187,Estacionamento (uma vaga),370.0
7,Fatura de Locação 000021,2018-12-14,Empreiteira Transtech T&D Ltda.- ME,14496365000163,Locação de veículos utilizados no exercício do mandato legislativo,1800.0
8,Nota Fiscal Eletrônica 5423,2018-12-13,Ribeiro de Oliveira & Cia. Ltda,21562897000117,Material de expediente,72.1
9,Nota Fiscal Eletrônica 5423,2018-12-13,Ribeiro de Oliveira & Cia. Ltda.,21562897000117,Suprimentos para equipamentos de informática,64.8
10,Nota Fiscal de Serviços de Telecomunicações 0237757587,2018-12-13,"Telefônica Brasil S.A.,",02558157000162,Telefone Móvel,289.99
11,Nota Fiscal de Serviços de Telecomunicação 1811295280179,2018-12-13,Claro S/A.,40432544011262,Telefone para escritório para representação parlamentar,35.57
12,,,,,total,5459.99
