,documento,data_emissao,emitente,cpf_cnpj,categoria,valor
0,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRONICA 00004295,2018-12-14,TLP COMERCIO COMBUSTÍVEIS LTDA,07583737000123,,297.01
1,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRÔNICA 000014916,2018-12-19,POSTO ROMUALDO LTDA,66343930000156,['* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹)'],1222.26
2,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRÔNICA 000.001.634,2018-12-12,A CARBONARO AGUA MINERAL,24488698000102,['Copa Interna'],52.0
3,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRÔNICA 5442,2018-12-20,RIBEIRO DE OLIVEIRA & CIA LTDA,21562897000117,['Copa Interna'],8.8
4,NOTA FISCAL ELETRÔNICA DE SERVIÇOS 201800000001573,2018-12-14,REAL CÓPIAS DE JUIZ DE FORA LTDA,04316977000173,['Cópias xerográficas e similares'],111.0
5,DOCUEMNTOA UXILIAR DA NOTA FISCAL ELETRÔNICA 000.180.291,2018-12-14,THEMA,21550231000149,['* Despesas gerais com veículos utilizados no exercício do mandato legislativo (²)'],312.0
6,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRÔNICA 201800000008713,2018-12-14,THEMA,21550231000149,['* Despesas gerais com veículos utilizados no exercício do mandato legislativo (²)'],300.0
7,NOTA FISCAL ELETRÔNICA DE SERVIÇOS 201800000000110,2018-12-20,RICARDO TEIXEIRA DE AGUIAR,66464488000116,['Estacionamento (uma vaga)'],290.0
8,FATURA 000103,2018-12-11,ESTACIONAMENTO SALVE JORGE LTDA - ME,17509454000195,['Locação de veículos utilizados no exercício do mandato legislativo'],2300.0
9,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRÔNICA 5442,2018-12-20,RIBEIRO DE OLIVEIRA & CIA LTDA,21562897000117,['Material de expediente'],24.6
10,DOCUMENTO AUXILIAR  DA NOTA FISCAL ELETRÔNICA 5442,2018-12-20,RIBEIRO DE OLIVEIRA & CIA LTDA,21562897000117,['Suprimentos para equipamentos de informática'],39.9
11,NOTA FISCAL DE SERVIÇOS DE TELECOMUNICAÇÕES 002245646/112018,2018-12-19,CLARO,40432544011262,['Telefone Móvel'],373.6
