,documento,data_emissao,emitente,cpf_cnpj,categoria,valor
0,NOTA FISCAL ELETRÔNICA - (DANFE). 000023039,2018-12-18,SOLAR COMUNICAÇÕES S.A.,21561725000129,"Assinatura de jornais, revistas e periódicos",517.0
1,CUPOM FISCAL/BR. 897827,2018-12-18,POSTO ROMUALDO LTDA.,66343930000156,* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹),245.95
2,CUPOM FISCAL/BR. 496974,2018-12-13,DESCARTAVEIS SANTA RITA LTDA - EPP.,17559832000145,Copa Interna,51.85
3,NOTA FISCAL ELETRÔNICA DE SERVIÇO - NFS-e 201800000001132,2018-12-14,FREIRE REPAROS AUTOMOTIVOS LTDA.,08087613000110,* Despesas gerais com veículos utilizados no exercício do mandato legislativo (²),1875.0
4,RECIBO DE ALUGUEL. 006809/016809,2018-12-18,ALMAR IMÓVEIS.,26143271000190,Estacionamento (uma vaga),362.0
5,CUPOM FISCAL/BR. 178285,2018-12-13,RIBEIRO DE OLIVEIRA CIA LTDA - EPP - (Papelaria MEC),21562897000117,Material de expediente,38.5
6,COMPROVANTE DO CLIENTE. 1565564040,2018-12-04,ECT - EMP. BRAS. DE CORREIOS E TELEGRAFOS.,42933416000102,Postagem,4.65
7,COMPROVANTE DO CLIENTE. 1574985787,2018-12-20,ECT - EMP. BRAS. DE CORREIOS E TELEGRAFOS.,34028316553110,Postagem,7.55
8,NOTA FISCAL DE SERVIÇOES DE TELECOMUNICAÇÕES. 19504943/12/2018,2018-12-17,TELEFONICA BRASIL S.A. (VIVO).,02558157000910,Telefone Móvel,316.97
9,,,,,total,3419.47
