,documento,data_emissao,emitente,cpf_cnpj,categoria,valor
0,NOTA FISCAL ELETRÔNICA - (DANFE). 000014629,2018-10-30,POSTO ROMUALDO LTDA.,66343930000156,* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹),312.39
1,NOTA FISCAL ELETRÔNICA DE SERVIÇO - NFS-e. 201800000028822,2018-10-11,IMPERIAL VEICULOS LTDA.,64286420000169,* Despesas gerais com veículos utilizados no exercício do mandato legislativo (²),1300.0
2,RECIBO DE ALUGUEL. 006809/016809,2018-10-10,ALMAR IMÓVEIS.,26143271000190,Estacionamento (uma vaga),362.0
3,CUPOM FISCAL/BR. 170551,2018-10-02,RIBEIRO DE OLIVEIRA CIA LTDA - EPP.,21562897000117,Material de expediente,25.0
4,COMPROVANTE DO CLIENTE. 1535491910,2018-10-02,ECT-EMP. BRAS. DE CORREIOS E TELEGRAFOS.,42933416000102,Postagem,10.2
5,NOTA FISCAL ELETRÔNICA DE SERVIÇO - NFS-e. 201800000001005,2018-10-10,COLOR ART RECARGAS E INFORMATICA LTDA.,19523987000157,Suprimentos para equipamentos de informática,120.0
6,NOTA FISCAL DE SERVIÇOS DE TELECOMUNICAÇÕES. 12003271/10/2018,2018-10-17,TELEFONICA BRASIL S.A. (VIVO),02558157000910,Telefone Móvel,302.96
7,NOTA FISCAL DE SERVIÇOS DE TELECOMUNICAÇÕES. 1700424703821,2018-10-29,TELEMAR NORTE E LESTE S/A. (OI),33000118000179,* Telefone(s) em nome da Câmara(local e interurbano) (³),135.36
8,NOTA FISCAL DE SERVIÇOS DE TELECOMUNICAÇÕES. 1700424703821,2018-10-29,TELEMAR NORTE E LESTE S/A. (OI),33000118000179,* Telefone(s) em nome da Câmara(local e interurbano) (³),120.9
9,,,,,total,2432.55
