,documento,data_emissao,emitente,cpf_cnpj,categoria,valor
0,DANFE 00003196,2017-11-27,POSTO ÚNICO LTDA,20449997000179,* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹),1429.36
1,DANFE 000000967,2017-11-22,A CARBONARO AGUA MINERAL ME,24488698000102,Copa Interna,41.0
2,NFS-e 201700000000062,2017-11-23,RICARDO TEIXEIRA DE AGUIAR,66464488000116,Estacionamento (uma vaga),260.0
3,NFS-e 201700000000097,2017-11-29,ANTONIO CARLOS WEISS,16709792000108,Impressos,435.0
4,NFS-e 2017/160,2017-11-03,T O RIBEIRO ME,11186215000165,Locação de softwares,220.0
5,FATURA DE LOCAÇÃO S/N,2017-11-20,LOCAR NEW VEICULOS LTDA,08659172000183,Locação de veículos utilizados no exercício do mandato legislativo,2250.0
6,NOTA  FISCAL SERIE D 001634,2017-11-29,RAFFAELLY PAPELARIA LTDA ME,00778203000103,Material de expediente,290.85
7,COMPROVANTE DO CLIENTE 83739435,2017-11-07,ECT,86529443000190,Postagem,85.35
8,COMPROVANTE DO CLIENTE 83827562,2017-11-13,ECT,86529443000190,Postagem,72.0
9,COMPROVANTE DO CLIENTE 83848168,2017-11-14,ECT,86529443000190,Postagem,22.5
10,COMPROVANTE DO CLIENTE 84001987,2017-11-24,ECT,86529443000190,Postagem,243.25
11,NOTA FISCAL DE SERVIÇOS DE TELECOMUNICAÇÕES 0299408599,2017-11-08,TELEFONICA BRASIL SA,02558157000162,Telefone Móvel,399.53
12,NOTA FISCAL DE SERVIÇOS DE TELECOMUNICAÇÕES 1700411982602,2017-11-27,OI FIXO,33000118000179,* Telefone(s) em nome da Câmara(local e interurbano) (³),173.2
13,,,,,total,5748.84
