,documento,data_emissao,emitente,cpf_cnpj,categoria,valor
0,RECIBO S/N,2017-03-15,ADMINISTRA,08291153000147,Aluguel de escritório para representação parlamentar,800.0
1,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRÔNICA 000012247,2017-03-31,POSTO ROMUALDO  LTDA,66343930000156,* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹),580.99
2,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRÔNICA 00003698,2017-03-31,TLP COMÉRCIO DE COMBUSTÍVEIS LTDA,07583737000123,* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹),919.19
3,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRONICA 582,2017-03-29,A CARBONARA AGUA MINERAL,24488698000102,Copa Interna,108.0
4,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRÔNCIA 4220,2017-03-30,RIBEIRO DE OLIVIERA 7 CIA LTDA,21562897000117,Copa Interna,9.8
5,NOTA FISCAL DE SERVIÇOS ELETRÔNICA 2017/18,2017-03-29,RICARDO TEIXEIRA DE AGUIAR,66464488000116,Estacionamento (uma vaga),260.0
6,FATURA 000113,2017-03-28,ESTACIONAMENTO SALVE JORGE,17509454000195,Locação de veículos utilizados no exercício do mandato legislativo,2300.0
7,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRÔNICA 4220,2017-03-30,RIBEIRO DE OLVIEIRA & CIA LTDA,21562897000117,Material de expediente,436.35
8,NOTA FISCAL DE SERVIÇOS DE TTELECOMUNICAÇÕES 00053737/022017,2017-03-15,CLARO,40432544011262,Telefone Móvel,496.07
9,NOTA FISCAL DE SERVIÇOS DE TLECOMUNICAÇÕES 1700401096287,2017-03-29,OI,33000118000179,* Telefone(s) em nome da Câmara(local e interurbano) (³),237.62
10,CUPOM FISCAL 388125,2017-03-07,ORGANIZAÇÃO COMERCIAL ROSE LANCHES LTDA,18960914000160,"Viagens em função do exercício do mandato legislativo (passagens, locomoção urbana ou estacionamento, hospedagem e alimentação)",104.6
11,NOTA FISCAL DE SERIÇOS ELETRÔNICA 2017/2084,2017-03-08,MIX SAVASSI APRT SERVICE,01020616000197,"Viagens em função do exercício do mandato legislativo (passagens, locomoção urbana ou estacionamento, hospedagem e alimentação)",197.4
12,,,,,total,6212.4
