,documento,data_emissao,emitente,cpf_cnpj,categoria,valor
0,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRÔNICA 000013905,2018-05-25,POSTO ROMUALDO LTDA,66343930000156,* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹),890.09
1,DOCUMENTO AUXILIAR DA NOTA FISCAL 00004108,2018-05-28,TLP COMÉRCIO DE COMBUSTÍVEIS LTDA,07583737000123,* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹),660.61
2,DOCUMENTO AUXILIAR DA NOTA FISCAL  ELETRÔNICA 000.001.253,2018-05-24,A CARBONARO ÁGUA MINERAL,24488698000102,Copa Interna,34.0
3,NOTA FISCAL ELETRÔNICA DE SERVIÇO 201800000001081,2018-05-28,REAL CÓPIAS DE JUIZ DE FORA LTDA,04316977000173,Cópias xerográficas e similares,75.6
4,NOTA FISCAL 201800000000087,2018-05-24,RICARDO TEIXEIRA DE AGUIAR,66464488000116,Estacionamento (uma vaga),290.0
5,FATURA 000176,2018-05-28,ESTACIONAMENTO SALVE JORGE,17509454000195,Locação de veículos utilizados no exercício do mandato legislativo,2300.0
6,DOCUMENTO AUXILIAR DA NOTA FISCAL ELETRÔNICA 5010,2018-05-28,RIBEIRO DE OLIVEIRA 7 CIA LTDA,21562897000117,Material de expediente,124.7
7,NOTA FISCAL DE SERVIÇOS DE TLECOMUNICAÇÕES 00427427/042018,2018-05-24,CLARO,40432544011262,Telefone Móvel,384.78
8,NOTA FISCAL DE SERVIÇOS DE TELECOMUNICAÇÕES 1700419157952,2018-05-24,OI,33000118000179,* Telefone(s) em nome da Câmara(local e interurbano) (³),168.45
9,,,,,total,4759.78
