,documento,data_emissao,emitente,cpf_cnpj,categoria,valor
0,Cupom Fiscal 426202,2018-09-03,Posto Romualdo LTDA,66343930000156,* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹),199.99
1,Cupom Fiscal 461520,2018-09-08,Auto Posto  Cascatinha LTDA,21666185000148,* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹),200.0
2,Cupom Fiscal 463599,2018-09-13,Auto Posto Cascatinha LTDA,21666185000148,* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹),260.29
3,Cupom Fiscal 605457,2018-09-14,Posto Chamine LTDA,02298613000182,* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹),250.0
4,Cupom Fiscal 836313,2018-09-20,Posto Romualdo,66343930000156,* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹),250.0
5,Cupom fiscal 220525,2018-09-23,Auto Posto Terra Brasilis LTDA,04919589000187,* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹),221.04
6,Nota Fiscal eletrônica de serviços -NFS-e 201800000000112,2018-09-26,"Alvim Soares,Junqueira e Advogados associados",03853408000102,* Consultoria técnica,1500.0
7,DANFE 000.001.454,2018-09-25,A Carbonaro Agua Mineral,24488698000102,Copa Interna,104.0
8,DANFE 5260,2018-09-26,Ribeiro de oliveira & CIA LTDA,21562897000117,Copa Interna,156.0
9,Nota Fiscal Eletrônica de Serviços -NFS-e 201800000001355,2018-09-25,Real Copias de Juiz de Fora  LTDA,04316977000173,Cópias xerográficas e similares,502.8
10,Nota Fiscal de Serviços Eletrônica 201800000001355,2018-09-26,União Artes Graficas LTDA,20741559000180,Impressos,360.0
11,DANFE 5260,2018-09-26,Ribeiro de oliveira & CIA LTDA,21562897000117,Material de expediente,251.5
12,Nota Fiscal eletrônica de serviços-NFS-e 201800000000179,2018-09-25,Aloisio Costa Ferreira,02017219000129,Suprimentos para equipamentos de informática,40.0
13,Nota Fiscal de Telecomunicação 1700423613986,2018-09-28,OI FIXO,33000118000179,* Telefone(s) em nome da Câmara(local e interurbano) (³),395.14
14,,,,,total,4295.62
