,documento,data_emissao,emitente,cpf_cnpj,categoria,valor
0,Nota Fiscal de Serviços de Telecomunicações 06785277270,2018-09-11,Telefônica Brasil S/A,02558157000162,Acesso a internet de escritório para representação parlamentar,144.99
1,Cobranca Bancária Caixa 051,2018-09-28,Condomínio do Edifício Sulacap,26128371000147,Aluguel de escritório para representação parlamentar,950.0
2,Nota Fiscal Eletrônica 1447,2018-09-25,A Carbonaro Agua Mineral,24488698000102,Copa Interna,40.0
3,Nota Fiscal Eletrônica 5259,2018-09-26,Ribeiro de Oliveira & Cia. Ltda.,21562897000117,Copa Interna,74.7
4,Nota Fiscal - Conta de Energia Elétrica 0559971266,2018-09-11,Cemig Distribuição S.A.,06981180000116,Energia elétrica para escritório para representação parlamentar,147.88
5,Recibo S/Nº,2018-09-28,Condomínio Parking Saggioro,20439212000187,Estacionamento (uma vaga),370.0
6,Nota Fiscal Eletrônica 5259,2018-09-26,Ribeiro de Oliveira & Cia. Ltda.,21562897000117,Material de expediente,251.4
7,Nota Fiscal Eletrônica 201800000000176,2018-09-25,Aloisio Costa Ferreira,02017219000129,Suprimentos para equipamentos de informática,70.0
8,Nota Fiscal Eletrônica 5259,2018-09-26,Ribeiro de Oliveira & Cia. Ltda.,21562897000117,Suprimentos para equipamentos de informática,39.0
9,Nota Fiscal de Serviços de Telecomunicações 0237757587,2018-09-11,Telefônica Brasil S.A.,02558157000162,Telefone Móvel,269.99
10,Nota Fiscal de Serviços de Telecomunicações 309533482,2018-09-11,Claro S/A,40432544011262,Telefone para escritório para representação parlamentar,41.05
11,Nota Fiscal de Serviços de Telecomunicações 1700423613986,2018-09-28,Oi Fixo,33000118000179,* Telefone(s) em nome da Câmara(local e interurbano) (³),117.58
12,,,,,total,2399.01
