,documento,data_emissao,emitente,cpf_cnpj,categoria,valor
0,Nota Fiscal Eletronica 000020564,2018-09-03,Solar Comunicações S/A,21561725000129,"Assinatura de jornais, revistas e periódicos",85.83
1,Nota Fiscal Eletronica 200,2018-09-26,Posto Central LTDA,21549407000142,* Combustíveis e lubrificantes de veículos utilizados no exercício do mandato legislativo (¹),687.0
2,Nota Fiscal Eletronica de Serviço 201800000000039,2018-09-27,Aristides Ribeiro Advogados associados S/A,04504649000109,* Consultoria técnica,3000.0
3,Nota Fiscal Eletronica 50,2018-09-26,Freire Papelaria LTDA,07403078000104,Copa Interna,19.0
4,Nota Fiscal Eletronica de Serviço 201800000000166,2018-09-27,Estacionamento Coelho e Valle LTDA,41938937000190,Estacionamento (uma vaga),240.0
5,Nota Fiscal Eletronica 201800000000140,2018-09-27,J e M Grafica e Editora LTDA,18250169000165,Impressos,130.0
6,Nota Fiscal Eletronica 50,2018-09-26,Freire Papelaria LTDA,07403078000104,Material de expediente,62.6
7,Nota Fiscal Eletronica de Serviço 201800000000181,2018-09-26,Aloisio Costa Ferreira,02017219000129,Suprimentos para equipamentos de informática,90.0
8,Nota Fiscal  de Serviço de Telecomunicação 0304814216,2018-09-03,VIVO,02558157000162,Telefone Móvel,359.99
9,Nota Fiscal de Serviço de Telecomunicação 1700423613986,2018-09-27,OI Fixo,33000118000179,* Telefone(s) em nome da Câmara(local e interurbano) (³),137.88
10,,,,,total,4674.42
